Date,Location,Deaths,Injuries,Total,Description
2/14/2019,"Rio Rancho, New Mexico",0,0,0,"Sixteen-year-old student Joshua Owen discharged a single shot in the hallway of Cleveland High School prior to classes beginning. The school was evacuated to a soccer field and then to a nearby arena where students were reunited with their parents. Authorities have not commented on whether Owen was targeting anyone or a possible motive. Owen faced charges of attempted murder, unlawful carrying of a deadly weapon, and unlawful possession of a handgun. Owens suffers from mental illness and was found not fit to stand trial. No injuries were reported.[410][411][407]"
2/17/2019,"Arapahoe County, Colorado",1,0,1,"Two adult men in an ongoing dispute about a parking space agreed to meet at Eaglecrest High School to settle the dispute. During the argument, 31-year-old Marcus Johnson produced a handgun and shot 46-year-old Anthony ""T.J."" Cunningham. Johnson then fled the campus, returned home and called 911 to report the shooting. He was arrested when deputies arrived at his home. Cunningham, a former CU football player drafted by the Seattle Seahawks, died the next day of his wounds. Johnson is charged with first-degree murder.[410][412][413]"
2/26/2019,"Montgomery, Alabama",0,1,1,"At Robert E. Lee High School, Michael Woods a 17-year-old student was shot and wounded in the arm. The gunman, a fellow student, had previously shot another student at the school in less than a two-year period.[400][407]"
2/28/2019,"Cheyenne, Wyoming",0,0,0,"A 17-year-old student at Cheyenne South High School fired a gun toward an unoccupied vehicle in the school parking lot, shattering its window. The student was arrested on suspicion of discharging a firearm in city limits, misdemeanor possession of marijuana, felony burglary, and larceny. No injuries were reported.[410][414]"
3/1/2018,"Mission, Kansas",0,1,1,"A suicidal man who planned to commit suicide by cop went on a shooting spree and shot at cars and homes and Highlands Elementary School then fired several shots at the police when they arrived, the police returned fire and struck the shooter.[415]"
3/7/2019,"Grambling, Louisiana",0,1,1,A Grambling State University student was injured after an accidental discharge in a dorm by a friends gun.[416]
3/22/2019,"Blounstville, Alabama",0,1,1,"A substitute teacher at Blountsville Elementary School, unlawfully brought a small-caliber weapon into the classroom, which discharged while in his pocket. One student reportedly had minor injuries, and the substitute was arrested.[417]"
3/27/2019,"Holmes County, Mississippi",0,1,1,"A 10-year-old student was struck in the hand by gunfire that some claim was fired by another student on a Holmes County elementary school bus, while school district officials claim it was a drive-by shooting.[418]"
4/1/2019,"Prescott, Arkansas",0,1,1,"A 14-year-old male student with a concealed weapon shot a 14-year-old classmate at Prescott High School in what police described as a ""premeditated attack"". The victim was airlifted to a nearby hospital and is in stable condition. The shooter was apprehended by school resource officers.[419] the shooter was charged as a juvenile.[407]"
4/17/2019,"Flint, Michigan",0,0,0,A 16-year-old male who was in the parking lot of Flex High School fired a shot into the School. The shooter had been in a fight with other students.[420]
4/25/2019,"Texas City, Texas",0,3,3,"At College of the Mainland, a police cadet student, 21-year-old Clayton Whatley, reached into his backpack and accidentally discharged a loaded handgun. Two other students were shot in the leg, and a third was grazed.[421]"
4/25/2019,"Stone Mountain, Georgia",0,10,10,At a teen armed with a pellet gun fired at Wynbrooke Elementary School inflicting minor injuries on 10 children. The shooter pled guilty to 10 counts of aggravated assault.[422][423]
4/30/2019,"Charlotte, North Carolina",2,4,6,"2019 University of North Carolina at Charlotte shooting: A shooter on the University of North Carolina at Charlotte campus shot six people, killing two and injuring four on the last day of classes.[424] Riley Howell, a student in the classroom, was credited with stopping the shooter.[400]"
5/4/2019,"Eugene, Oregon",1,0,1,A 21-year-old Lane Community College student was killed outside a fraternity house at the University of Oregon.[425]
5/6/2019,"Riverview, Florida",0,0,0,A person shot through a window of an elementary school bus with 11 kids inside.[426]
5/7/2019,"Highlands Ranch, Colorado",1,8,9,"2019 STEM School Highlands Ranch shooting: A school shooting was reported at STEM School Highlands Ranch, around 1:50 p.m, two shooters targeted separate locations and killed a student and injured eight more before being arrested.[427]"
5/7/2019,"Savannah, Georgia",0,1,1,A man who was not a student at Savannah State University shot and wounded a student at a residence hall.[400]
5/8/2019,"Chicago, Illinois",0,1,1,A 19-year-old student was shot in the neck and jaw at Second Chance High School when he and two friends were leaving the school by 18-year-old student Andres Salazar who was driving a car. Salazar was charged with attempted first-degree murder and aggravated battery with a firearm.[428]
5/17/2019,"Jacksonville, Florida",0,1,1,"Arthur Davin Jones III, a 19-year-old student shot Shamon Micken, a 16-year-old student at Raines High School. Jones fled the state and was arrested days later in Georgia.[429] Jones is being charged with attempted murder and pled not guilty."
6/21/2019,"Flint, Michigan",0,1,1,"During a basketball competition in the gym of Carman-Ainsworth High School during a fight involving dozens of people, shots were fired and Eithan Williams, a 15-year-old student was hit in the chest. Williams left the hospital four days later and doctors said he was lucky to be alive. Four students aged 14–16 were arrested.[430]"
7/2/2019,"Anchorage, Alaska",0,1,1,"At Williwaw Elementary School, a fight broke out on the basketball court which resulted in a teen being shot and injured.[431]"
7/19/2019,"San Diego, California",0,0,0,"At Monroe Clark Middle School, a teen fired a BB gun at the school, causing minor damage to the campus, then fled the scene, nobody was killed or injured in the incident.[432]"
8/8/2019,"Montgomery, Alabama",0,0,0,"38-year-old Isaiah Johnson, dropped his son off at Blount Elementary School, and then got into an argument with another father over a traffic dispute. He discharged a firearm into the father's vehicle.[433][434][435][400]"
8/27/2019,"Los Angeles, California",0,1,1,A Hollenbeck Middle School student was standing in the lunch line was struck in the jaw by a bullet fired from off campus.[436][437]
8/30/2019,"Toledo, Ohio",0,1,1,"As spectators were leaving a football game Central Catholic High School. a 16-year-old boy was shot by another teen, neither of the students attended Central Catholic High School and no fights happened before the shooting, no arrests were made.[438][439]"
8/31/2019,"Mobile, Alabama",0,10,10,17-year-old Deangelo Dejuan Parnell shot 10 people during a confrontation at a stadium where a high school football game was being played. A tenth person suffered a stroke.[440]
9/6/2019,"Pittsburgh, Pennsylvania",1,0,1,"Near the end of a football game at Jeannette High School, Damien Williams and Greg Harper got into an argument outside the stadium, the argument escalated to the point where Williams was shot in the chest by Harper after Williams allegedly punched Harper twice. Williams died and Harper is charged with homicide and reckless endangerment. Harper pled not guilty and is claiming he acted in self-defense.[441]"
9/12/2019,"Manhattan, Kansas",0,3,3,"At the Manhattan High School parking lot, shots were fired between two groups during a botched drug deal.[442][443][444]"
9/13/2019,"Newport News, Virginia",0,3,3,"After a football game at Todd Stadium, the school stadium, shots were fired and three teens ages 14 and 19 were injured. No arrests have been made.[445]"
9/14/2019,"Fort Worth, Texas",0,2,2,"As a youth football game was happening at Eastern Hills High School, parents got into a fight and shots were fired, injuring a woman and her 12-year-old daughter. Thirty-nine-year-old Chanita Holly was arrested and charged with making terroristic threats; a man who was reportedly wearing a skeleton mask is also a suspect in the incident and is believed to be the trigger man.[446]"
9/20/2019,"Philadelphia, Pennsylvania",0,2,2,"During the second quarter of a football game between Imhotep Institute Charter High School and Mastery Gratz high school at Marcus memorial stadium, multiple gunshots were fired, a 15-year-old was shot in the thigh and a 14-year-old in the foot. The Police said multiple shell casings were found but it is unclear if the shooting happened in or outside the stadium. No suspects have been arrested.[447]"
9/27/2019,"Richmond, California",0,3,3,"As people were leaving a football game at De Anza High School against Pinole Valley High School, police responded to reports of a fight across the street. Three teens were injured with gunshot wounds, two seriously. No arrests were made and police have no motive for the shooting.[448]"
10/13/2019,"Nashville, Tennessee",1,0,1,A 19-year-old student was found unconscious with a bullet wound to his abdomen. Authorities said there were no reports of a shooting or suspicious activity on campus. another student George Wells was later charged with reckless homicide.[449][450]
10/22/2019,"Santa Rosa, California",0,1,1,"A 16-year-old student was shot twice, at least once in the abdomen, by a 17-year-old classmate across the street from Ridgway High School, an alternative school next to Santa Rosa High School. The victim was hospitalized in stable condition. The 17-year-old was arrested in a classroom, and the gun used was found later that night in a bush three miles away. He is charged with attempted murder.[451][452]"
11/5/2019,"Hazleton, Pennsylvania",0,1,1,"Four people were charged after a fight at Hazleton Area High School in Luzerne County that left three students hurt, one of them 19-year-old Noberto Polanco-Rodriguez admitted to shooting one of the students with an orange flare gun that caused a serious injury to one of the student's arms and is charged with aggravated assault. Luis Arizmendy-Nunez, 22; Christhofany Maria, 19; and Jose Antonio Vargas,19, were charged with simple assault.[453]"
11/11/2019,"Baltimore, Maryland",0,1,1,A 19-year-old student who was outside Reginald F. Lewis High School was approached by a masked man who shot him in the leg.[454]
11/13/2019,"Los Angeles, California",1,0,1,A man who was carrying a sword was fatally shot by a deputy at the courtyard of Esteban Torres High School.[455]
11/14/2019,"Pasadena, California",0,3,3,"At Washington Elementary STEM Magnet School, a 9-year-old boy who brought a BB gun to the school shot and injured three classmates.[456][457][458]"
11/14/2019,"Santa Clarita, California",3,3,6,"2019 Saugus High School shooting: Five people were shot, two fatally and injuring three in a shooting at a courtyard of Saugus High School. The shooter, a 16-year-old male student, attempted suicide by shooting himself in the head. He was taken into custody and died the next day during hospitalization. The gun used was suspected by police to be a ghost gun.[459][460]"
11/15/2019,"Pleasantville, New Jersey",1,2,3,"Five men opened fire during a playoff game between the Camden Panthers and the Pleasantville Greyhounds at Pleasantville High School, injuring a 15-year-old boy, a 27-year-old male, and fatally injuring a 10-year-old boy. All five were later arrested for the random act of violence however the injured 27 year-old (who is believed to be the shooters target) has also been charged with unlawful possession of a handgun.[461][462][463][407] The alleged shooter Alvin Wyatt has been charged with murder and attempted murder.[452]"
11/19/2019,"Chicago, Illinois",1,2,3,"Police from Des Plaines pursued a bank robbery suspect into UpBeat Music and Arts, a music school in Chicago's Old Irving Park neighborhood. The bank robber and police engaged in a shootout, during which the bank robber was killed and a teenager interning at the school was shot in the arm by police. Prior to entering the school the bank robber also shot and wounded a Chicago Police officer.[464]"
11/23/2019,"Union City, California",2,0,2,"Two boys, aged 11 and 14-years-old were shot in the parking lot of the Searles Elementary School around 1 am, while sitting in a minivan. Both boys died of their wounds, one at the scene and the other at the hospital.[465] 18-year-old Jason Cornejo of Castro Valley and a 17-year-old juvenile from Hayward were arrested on February 14, 2020. The shooing had possible gang motivations.[466]"
11/26/2019,"Salmon Creek, Washington",2,1,3,"At Sarah J. Anderson Elementary school, Keland Hill shot and killed his estranged wife Tiffany and wounded Tiffany's mother in while Tiffany and Keland's three children were with them while they were in a vehicle in the schools parking lot. Tiffany had a restraining order against Keland for domestic violence. Keland shot and killed himself after a short car chase with deputies.[467]"
12/2/2019,"Waukesha, Wisconsin",0,1,1,A 17-year-old male student who brought a handgun to Waukesha South High School was shot by a police officer after pointing his gun at him and was in stable condition. The gun was later determined to be a pellet gun.[468]
12/3/2019,"Oshkosh, Wisconsin",0,2,2,"Grant Fuhrman, a 16-year-old male student at Oshkosh High School was shot by resource officer Mike Wissink after stabbing him with a barbecue fork and was in stable condition. Fuhrman was charged with attempted intentional homicide.[469][470]"
12/4/2019,"Jackson, Mississippi",0,1,1,An individual who was not a student was shot at the edge of campus by a shooter driving a Honda Accord. This resulted in a campus lockdown. One person was injured and transported to a hospital with non-life-threatening injuries.[471]
12/10/2019,"Kansas City, Kansas",0,0,0,"At J.C. Harmon High School, a drive-by shooting occurred outside the school and one of several bullets fired hit a school bus, Nobody was injured.[472][473]"
12/11/2019,"Topeka, Kansas",0,0,0,"A Chase Middle School school bus was shot at by a BB gun, no one was injured.[474]"
12/16/2019,"New Haven, Connecticut",0,1,1,"A man dropping off his child at the Catholic Academy of New Haven was shot and wounded, and 7 of 10 bullets that were fired in the incident struck the school building. A bullet tore into the walls of a pre-school classroom; no children were hurt.[475]"
12/19/2019,"Naples, Florida",1,0,1,"A 28-year-old woman was shot and killed at Lely High School and her shooter, 50-year-old Jose Alfredo Avila Pena who was in a relationship with the victim was charged with second-degree murder. The principal of the school said the shooting was the result of a domestic violence incident.[471][476] Pena was sentenced to life in prison.[477]"
1/8/2020,"Belle Glade, Florida",0,1,1,An individual who was not a student accidentally shot himself in the leg in the parking lot of Glades Central High School.[478]
1/11/2020,"Dallas, Texas",1,1,2,"A 15-year-old was arrested after two people were wounded by gunfire during a fight at a high school basketball game between South Oak Cliff and Kimball High School. An 18-year-old man was badly wounded in the shooting, and a Dallas ISD police officer was grazed by a bullet fragment. The 15-year-old suspect, who turned himself in at Dallas police headquarters, was initially charged with aggravated assault;[479] however, after the 18-year-old student died from his injuries, the suspect was charged with murder.[480]"
1/14/2020,"Bellaire, Texas",1,0,1,A 19-year-old student was shot in the chest and killed at Bellaire High School. A 16-year-old student was arrested and charged with manslaughter.[481][482]
1/14/2020,"Fort Worth, Texas",0,2,2,An adult male and a 10-year-old child were injured at North Crowley Ninth Grade Campus after a youth basketball game.[483][484]
1/17/2020,"Howell, Michigan",0,1,1,A father accidentally shot himself while in the Three Fires Elementary School parking lot and was picking up his child when his gun went off by mistake when the man was adjusting himself inside his car.[485][486][487]
1/23/2020,"Oxnard, California",0,1,1,A stray bullet fired during a street altercation struck a 9-year-old student at McAuliffe Elementary School.[488]
1/23/2020,"Saint Thomas, U.S. Virgin Islands",0,0,0,A woman fired two shots in the air at the Antilles School before pointing her gun at another woman.[489]
1/31/2020,"Antioch, California",1,0,1,A 16-year-old student was killed after a large fight broke out after a basketball game at Deer Valley High School.[490]
2/3/2020,"Commerce, Texas",2,1,3,"Jacques Dshawn Smith, 21, gained access to Pride Rock Residence hall at Texas A&M University–Commerce, where he is suspected of shooting his ex-girlfriend Abbaney Matts, 20, and her sister Deja Matts, 19, to death. Abbaney's two-year-old son was also injured during the shooting.[491][492]"
2/4/2020,"Baton Rouge, Louisiana",1,0,1,"A 22-year-old employee of the Louisiana Culinary Institute was killed in the institute's parking lot by the ex-boyfriend of his girlfriend. The ex-boyfriend was later arrested, and claimed he did not know the weapon was loaded and planned to use it as a scare tactic.[493]"
3/5/2020,"Weston, Florida",0,1,1,A school security officer was with a school maintenance worker in the parking lot of Sagemount School when he unintentionally shot the worker in the eye. The officer was unauthorized to have the weapon on campus.[494]
3/11/2020,"Shenango Township, Pennsylvania",0,2,2,"A school van carrying seven elementary school students was shot at by Byron Benetas. Two bullets hit the van. Nobody was hit although two children were injured by flying glass. Benetas was arrested a short time after and later pled guilty to aggravated assault and reckless endangerment in exchange for other charges, including attempted murder, being dropped. He was sentenced to three to six years imprisonment and two years' probation.[495][496]"
3/15/2020,"Humble, Texas",1,0,1,"A large group of men jumped a fence to gain access to Atascocita High Schools football field, when an argument escalated and a 19-year-old was killed.[497]"
7/14/2020,"Sterling Heights, Michigan",0,0,0,At the Willow Woods Elementary School parking lot somebody fired a round into the air. Investigators stated there was a fight before the shooting and they believe the people involved in the fight had no affiliation with the school.[498]
7/27/2020,"Oro Valley, Arizona",1,0,1,A worker fixing the roof of Canyon del Oro High School was fatally wounded after his unholstered weapon accidentally discharged.[499]
7/29/2020,"Collinsville, Illinois",0,1,1,"Responding officers to a report of a student in distress at Collinsville High School, opened fire after a 17-year-old pointed a weapon at them, wounding the teenager.[500]"
9/16/2020,"Sonora, California",1,0,1,"At Sonora High School in downtown Sonora, a student named Eric Aguiar, 17, was shot and killed in the High School's parking lot.[501]"
9/16/2020,"Macomb, Illinois",0,1,1,"Kavion Poplous, 18, was arrested and charged with attempted first-degree murder, aggravated battery, and aggravated discharge of a firearm in the shooting of a student in a dorm at Western Illinois University.[502][503]"
9/19/2020,"San Francisco, California",0,0,0,"At Krouzian-Zekarian-Vasbouragan Armenian School, a shooting happened which was believed to be a hate crime targeting the Armenian people. Nobody was killed or injured in the shooting.[504][505]"
11/25/2020,"Garden City, Kansas",0,1,0,A man was arrested after a 4-year-old girl was shot and killed at a house and a 16-year-old was injured nearby in the Abe Hubert Elementary School parking lot.[506]
12/17/2020,"Birmingham, Alabama",1,0,1,A 20-year-old University of Alabama at Birmingham student was shot and killed in a campus parking lot outside the student center. Investigators believed the shooting occurred during an arranged meeting to sell headphones.[507]
2/26/2021,"New Orleans, Louisiana",1,0,1,A Tulane University police officer was shot and killed after trying to break up a fight at a high school basketball game at George Washington Carver High School.[508]
3/1/2021,"Pine Bluff, Arkansas",1,0,1,A 15-year-old student was killed in a targeted shooting at Watson Chapel Junior High School.[509]
3/8/2021,"Chesterfield, South Carolina",0,1,1,"A woman wounded her son-in-law in the parking lot of Edwards Elementary School while school was in session, before fleeing the area.[510]"
4/12/2021,"Knoxville, Tennessee",1,1,2,A student armed with a handgun was shot and killed after a confrontation with a police officer at Austin-East High School. One officer was shot but survived.[511]
4/26/2021,"Plymouth, Minnesota",0,0,0,An unidentified 6th-grade student fired several shots from a handgun into the ceiling in a hallway within Plymouth Middle School. He was taken into custody by police without incident. There were no reported casualties.[512]
4/27/2021,"Smyrna, Delaware",1,0,1,A man shot and killed his wife in the parking lot of Smyrna Middle School after an argument prior to their picking up their child for a doctor's appointment. Police later determined that he had killed a female friend of his wife. The man was killed in a car crash attempting to flee from police.[513]
5/6/2021,"Rigby, Idaho",0,3,3,"Two students and one custodian were shot and wounded by a 6th-grade female student who opened fire inside Rigby Middle School in the morning hours of May 6, 2021. The perpetrator was disarmed by a teacher and taken into custody by police.[514]"
6/8/2021,"Kansas City, Kansas",1,0,1,A 15-year-old boy was walking in front of Hazel Grove Elementary school when a vehicle stopped next to him. The shooter called out to the victim and then fatally shot him.[515][516][517]
7/9/2021,"Wichita, Kansas",1,0,1,"Following a police chase, a man driving a vehicle crashed onto a field in front of Campus High School. He then fires shots from the vehicle at officers then vehicle caught fire and he died inside of it.[518]"
8/13/2021,"Albuquerque, New Mexico",1,0,1,"A 13-year-old student allegedly shot and killed another 13-year-old student, Bennie Hargrove, during a lunch hour at Washington Middle School.[519][520]"
8/18/2021,"Orangeburg, South Carolina",0,3,3,"A 14-year-old student allegedly opened fire in the parking lot of Orangeburg-Wilkinson High School while students were leaving for the day, wounding three.[521]"
8/27/2021,"Woodridge, Virginia",0,2,2,A teenager wounded two people in the parking of Freedom High School after two groups got into a fight after a football game.[522]
8/27/2021,"Sharon Hill, Pennsylvania",1,4,5,"A drive by shooting following a high school football game at Academy Park High School wounded a civilian, resulting in police at the game firing back. Delaware County District Attorney Jack Stollsteimer says there is a ""high probability"" that the police gunfire struck four people, including a 8-year-old girl who was killed.[523][524]"
8/27/2021,"Wilmington, North Carolina",0,1,1,"A student was shot during a fight at New Hanover High School. Another student, Chance Debalo was charged with attempted murder.[525] Deablo plead guilty to intent to kill with a deadly weapon, resulting in injury, and discharging a firearm on school grounds and he was sentenced to over four years in prison.[526]"
9/1/2021,"Winston-Salem, North Carolina",1,0,1,"A student was shot and killed at Mount Tabor High School. Suspect, another student at the school, has been taken into custody.[527]"
9/4/2021,"Towson, Maryland",0,3,3,"Three people, including one student, were shot on the campus of Towson University during a gathering at 2 am. The gathering was not organized by the university or any student organization.[528]"
9/7/2021,"Buena Park, California",1,0,1,"Cedric Baxter drove his SUV into a school bus driven by his estranged wife then opened fire on it, a six-year-old child was also on the bus though neither the child or the driver were injured by the gunfire, Baxter then drove away from the scene which resulted in a high speed chase until the car crashed and Baxter was killed by the police in a shootout.[529]"
9/9/2021,"Royal Oak Township, Michigan",0,0,0,"At the Tri-County Education Center, two groups of teenagers got into a fight when one of the teens went home, obtained a firearm and then fired a shot into the ground in the school parking lot.[530]"
9/20/2021,"Newport News, Virginia",0,4,4,Two people were wounded after a shooting at Heritage High School. Another two students were hospitalized for non-shooting injuries.[531]
9/21/2021,"Wichita, Kansas",0,3,3,Two students were shot and a third grazed outside Wichita East High School.[532]
9/24/2021,"Fairfield, Alabama",0,1,1,"A man was wounded during a football game at Fairfield High Preparatory School, while tailgating in the parking lot. The gunfire seemed to come from off of the school campus.[533]"
9/30/2021,"Memphis, Tennessee",0,1,1,One student was shot in Cummings Elementary School.[534]
9/30/2021,"Newton, Mississippi",0,1,1,A 7-year-old student was injured after a gun accidentally discharged from the backpack of another student at Newton Elementary School.[535]
10/1/2021,"Houston, Texas",0,1,1,A former student walked into the YES Prep Southwest school and opened fire wounding the principal as he attempted to lock down the school.[536]
10/6/2021,"Arlington, Texas",0,4,4,"An adult shooter opened fire in Mansfield Timberview High School after a fight escalated; four people were injured, including a 15-year-old and a teacher.[537]"
10/12/2021,"Chicago, Illinois",0,2,2,"Someone across the street from Wendell Phillips Academy High School in Bronzeville opened fire during dismissal, wounding a student and a security guard.[538]"
10/13/2021,"Grambling, Louisiana",1,1,2,An eighteen-year-old opened fire at Grambling State University killed a 19-year-old and wounded a 16-year-old before fleeing campus.[539]
10/17/2021,"Grambling, Louisiana",1,7,8,A gunman opened fire at Grambling State University in the early morning outside a dining hall where students were celebrating homecoming. One person was killed and seven wounded.[540]
11/1/2021,"Madison, Mississippi",0,0,0,A woman accidentally fired her gun while reaching for her phone during a basketball game at the Rosa Scott School. No one was injured.[541]
11/19/2021,"Aurora, Colorado",0,3,3,Three students were shot in the parking lot of Hinkley High School. No fatalities were reported.[542]
11/26/2021,"Campbell, California",0,2,2,Two men were wounded in the parking lot of Westmont High School during a football game.[543]
11/29/2021,"Phoenix, Arizona",0,1,1,A student wounded another in a bathroom of Cesar Chavez High School after a gun-sale gone bad. The wounded individual realized that the money he received in the sale was fake and was shot in the argument.[544]
11/30/2021,"Oxford Township, Michigan",4,7,11,"2021 Oxford High School shooting: A 15-year-old sophomore was taken into custody. Seven people, including a teacher, were injured, and four died, all of whom were students. An investigation is ongoing as of December 1, 2021.[545]"
11/30/2021,"Humboldt, Tennessee",1,2,3,A man was killed and two others wounded two hours into a pair of basketball games between Humboldt High School and North Side. The shooting occurred outside the gym near the concessions.[546]
12/6/2021,"Wilmington, California",1,2,3,A 12-year-old was killed and his step-mother wounded when a teenager opened fire on their vehicle outside the Wilmington Park Elementary School. A 9-year-old in the playground was also injured.[547]
12/8/2021,"Kansas City, Missouri",0,2,2,Two teenagers were wounded in the parking lot of Ewing Marion Kauffman School during a basketball game.[548]
1/4/2022,"Rockford, Illinois",0,2,2,"Two 17-year-olds were wounded while sitting in a car, in the parking lot of Auburn High School around 1pm. Three juveniles fled and were later arrested.[549]"
1/9/2022,"Murfreesboro, North Carolina",0,0,0,"An unknown individual discharged a gun in a Chowan University dorm room, no injuries were reported and the bullet was located later in a fridge.[550]"
1/11/2022,"Albuquerque, New Mexico",0,0,0,"A shooting occurred in the parking lot of Valley High School during a basketball game, no injuries were reported.[551]"
1/19/2022,"Sanford, Florida",0,1,1,A 16-year-old student wounded an 18-year-old student around noon at Seminole High School over a disagreement about a dead relative.[552]
1/19/2022,"Pittsburgh, Pennsylvania",1,0,1,A 15-year-old boy boarded a school van to go home when school was being dismissed at Oliver Citywide Academy. Two masked gunmen approached the van and shot the boy twice in the chest. The boy was taken to the hospital where he later died.[553]
1/21/2022,"Derwood, Maryland",0,1,1,"A 17-year-old boy shot and wounded a 15-year-old boy in a bathroom at Colonel Zadok Magruder High School. The victim was hospitalized, and the shooter was taken into custody.[554]"
1/29/2022,"Beloit, Wisconsin",1,0,1,"A 19-year-old man (suspected to be Amaree Goodall) shot and killed another 19-year-old man, Jion Broomfield in the parking lot of Beloit Memorial High School. The victim was admitted to a nearby hospital around 9:07 P.M. CST with a gunshot wound to his leg and died shortly after. Goodall, a native of Madison, was not captured until March 30.[555][556][557][558][559]"
2/1/2022,"Richfield, Minnesota",1,1,2,"At the South Education Center, a fight broke out which resulted in 15-year-old student Jahmari Rice being killed and a 17-year-old student critically injured.[560][561]"
2/1/2022,"Bridgewater, Virginia",2,1,3,Two campus police and security officers were shot and killed at Bridgewater College. The shooter was taken into custody and hospitalized for non-life-threatening injuries.[562]
2/6/2022,"Morgantown, West Virginia",0,0,0,A member of the Phi Sigma Phi fraternity fired a gun into the air following a fight with Delta Chi members at West Virginia University.[563]
2/8/2022,"Catonsville, Maryland",0,1,1,A 16-year-old was wounded in an apparent targeted shooting in Catonsville High Schools parking lot shortly after 3pm.[564]
2/9/2022,"Minneapolis, Minnesota",0,1,1,A moving school bus was fired at which resulted in the bus driver being non-fatally shot in the head.[565][566][567][568]
3/4/2022,"Olathe, Kansas",0,3,3,"An 18-year-old senior at Olathe East High School, identified as Jaylon Elmore, was called to the office on suspicion of carrying a gun. Upon arriving an assistant principal demanded he be allowed to search the student's backpack. When the student refused, a School Resource Officer (SRO) was called. After the SRO arrived, four bullets were fired from each of two guns, one by the SRO and another by the student. The SRO, the assistant principal, and the student were all injured.[569] However, the Kansas City Defender has raised numerous questions about the official narrative, including whether the student or the SRO shot first. They also claim that there likely would not have been a shooting at all if the student had not been challenged about carrying a weapon in his backpack.[570]"
3/7/2022,"Des Moines, Iowa",1,2,3,"Around 2:42 P.M. CST, shooters from multiple vehicles opened fire on a group of teenagers in front of East High School in a drive-by shooting. 3 teenagers, a 15-year-old targeted male, a 16-year-old female, and an 18-year-old female, were shot and transferred to hospitals where they were reported to be in critical condition. The targeted victim died from his injuries shortly thereafter. 6 teenagers were arrested in the following hours and were later charged as adults for murder.[571]"
3/31/2022,"Greenville, South Carolina",1,0,1,A 12-year-old student shot and killed another student at Tanglewood Middle School. The shooter was found under a deck at a nearby home.[572]
4/5/2022,"Erie, Pennsylvania",0,1,1,A student was wounded after multiple shots were fired at Erie High School around 9:20 am. No perpetrator was immediately identified and police were searching for a person who had fled campus shortly after the shooting.[573]
4/14/2022,"Lake Ariel, Pennsylvania",0,0,0,A 13-year-old was arrested and charged with institutional vandalism and possession of a weapon on school property after being seen firing a gun just above a door at the main enterprise of Western Wayne Middle School by surveillance footage.[574]
4/22/2022,"Washington, District of Columbia",1,4,5,"A resident of an adjacent apartment building fired more than 239 shots indiscriminately toward the Edmund Burke School in the Van Ness neighborhood of Washington, D.C., wounding a 12-year-old, two adults in their vehicles, and a school security guard. The shooting took place across the street from the student center of the University of the District of Columbia. Multiple law enforcement agencies led an intensive area lockdown for more than five hours that ended after the 23 year-old suspect died from a self-inflicted gunshot wound as police breached the apartment door.[575]"
5/9/2022,"Suwanee, Georgia",0,1,1,A woman fired 12 shots at a moving school bus. Nobody was shot but the bus driver was injured by shattered glass.[576]
5/17/2022,"Chicago, Illinois",0,1,1,"An 8-year-old child found his mother's gun under his mother's bed and brought it to his school in his backpack. On Tuesday, May 17 at around 10 AM the gun accidentally discharged in the students backpack in the classroom and injured a 7-year old classmate. The mother, 28-year-old Tatanina Kelly is charged with three counts of child endangerment.[577] The incident took place at Walt Disney Magnet school in the Buena Park neighborhood located at 4140 N. Marine Drive.[578]"
5/18/2022,"Murfreesboro, Tennessee",1,1,2,"Following a graduation ceremony for Riverdale High School on the campus of Middle Tennessee State University a fight began in which two people were shot. A graduate of Riverdale was killed, a student was wounded, and another teenager was arrested.[579]"
5/19/2022,"Hammond, Louisiana",0,3,3,"Three people were hospitalized after a shooting at Southeastern Louisiana University, where students at Hammond High Magnet School were leaving their graduation ceremony.[579]"
5/19/2022,"Kentwood, Michigan",0,2,2,"On May 19, 2022, two people, (a 16-year-old boy, and a 40-year-old woman) were shot outside East Kentwood High School's football stadium during a graduation ceremony. According to the Kent County Sheriff [579] the shooting started thirty minutes after the ceremony ended when families were leaving, at that time a white Hyundai drove by and an individual inside the car opened fire upon the families, they ended up hitting bystanders instead of their alleged target. Another group (the alleged targets) returned fire on the car, and were later arrested and charged with weapons violations, police believe there may have been as many as 5 total accomplices.[580][581]"
5/24/2022,"Uvalde, Texas",22,18,40,"Robb Elementary School shooting: An 18-year-old gunman entered his former elementary school and opened fire killing 21 people; consisting of 19 students and 2 teachers, and wounding 17 others. Earlier that day, he had shot his grandmother at her home, severely wounding her. It is the third-deadliest school shooting in U.S. History.[582] The gunman was killed in a shootout with responding police officers.[583]"
5/31/2022,"New Orleans, Louisiana",1,2,3,"Three people, including two of the shooters were shot after a graduation ceremony for Morris Jeff Community School on the campus of Xavier University of Louisiana. One of the victims, an elderly woman, died from her injuries.[584][585]"
6/1/2022,"Los Angeles, California",0,1,1,"Both Los Angeles School police and officers from the Los Angeles Police Department responded to the scene, and believe the incident might have been gang-related. According to police, a male student was shot in the leg, in the area of Oxnard St. and Coldwater Canyon, in front of the school, and was transported to Cedars Sinai Hospital in stable condition.[586]"
6/8/2022,"Little Rock, Arkansas",0,0,0,A school bus that was taking a student home from a summer program was hit by a bullet. No one was injured in the incident.[587][588][589][590]
